DATE,CURRENCY,IMPACT,EVENT,ACTUAL,FORECAST,PREVIOUS
2015-03-30 08:30:00,USD,Medium Impact Expected,Personal Spending m/m,0.1%,0.3%,-0.2%
2015-03-30 08:30:00,USD,Low Impact Expected,Personal Income m/m,0.4%,0.3%,0.4%
2015-03-30 10:00:00,USD,Medium Impact Expected,Pending Home Sales m/m,3.1%,0.5%,1.2%
2015-03-30 17:45:00,NZD,Medium Impact Expected,Building Consents m/m,-6.3%,,-4.6%
2015-03-30 18:58:00,GBP,Low Impact Expected,GfK Consumer Confidence,4,1,1
2015-03-30 19:15:00,USD,Medium Impact Expected,FOMC Member Fischer Speaks,,,
2015-03-30 20:00:00,AUD,Low Impact Expected,HIA New Home Sales m/m,1.1%,,1.8%
2015-03-30 20:00:00,NZD,High Impact Expected,ANZ Business Confidence,35.8,,34.4
2015-03-30 20:30:00,AUD,Low Impact Expected,Private Sector Credit m/m,0.5%,0.5%,0.6%
2015-03-31 01:00:00,JPY,Low Impact Expected,Housing Starts y/y,-3.1%,-7.0%,-13.0%
2015-03-31 02:00:00,EUR,Medium Impact Expected,German Retail Sales m/m,-0.5%,-0.9%,2.3%
2015-03-31 02:45:00,EUR,Medium Impact Expected,French Consumer Spending m/m,0.1%,0.3%,0.7%
2015-03-31 03:55:00,EUR,Medium Impact Expected,German Unemployment Change,-15K,-10K,-20K
2015-03-31 04:00:00,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,12.7%,12.5%,12.6%
2015-03-31 04:30:00,GBP,High Impact Expected,Current Account,-25.3B,-21.2B,-27.7B
2015-03-31 04:30:00,GBP,Medium Impact Expected,Final GDP q/q,0.6%,0.5%,0.5%
2015-03-31 04:30:00,GBP,Low Impact Expected,Index of Services 3m/3m,0.8%,0.7%,0.9%
2015-03-31 04:30:00,GBP,Low Impact Expected,Revised Business Investment q/q,-0.9%,-1.4%,-1.4%
2015-03-31 05:00:00,EUR,High Impact Expected,CPI Flash Estimate y/y,-0.1%,-0.3%,-0.3%
2015-03-31 05:00:00,EUR,Medium Impact Expected,Core CPI Flash Estimate y/y,0.6%,0.6%,0.7%
2015-03-31 05:00:00,EUR,Medium Impact Expected,Unemployment Rate,11.3%,11.2%,11.4%
2015-03-31 05:00:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.1%,0.2%,0.4%
2015-03-31 08:00:00,USD,Medium Impact Expected,FOMC Member Lacker Speaks,,,
2015-03-31 08:30:00,CAD,High Impact Expected,GDP m/m,-0.1%,0.2%,0.3%
2015-03-31 08:50:00,USD,Medium Impact Expected,FOMC Member Lockhart Speaks,,,
2015-03-31 09:00:00,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,4.6%,4.6%,4.4%
2015-03-31 09:45:00,USD,Medium Impact Expected,Chicago PMI,46.3,52.5,45.8
2015-03-31 10:00:00,USD,High Impact Expected,CB Consumer Confidence,101.3,96.6,98.8
2015-03-31 18:30:00,AUD,Low Impact Expected,AIG Manufacturing Index,46.3,,45.4
2015-03-31 19:50:00,JPY,Medium Impact Expected,Tankan Manufacturing Index,12,14,12
2015-03-31 19:50:00,JPY,Medium Impact Expected,Tankan Non-Manufacturing Index,19,17,16
2015-03-31 20:30:00,AUD,High Impact Expected,Building Approvals m/m,-3.2%,-3.8%,5.9%
2015-03-31 21:00:00,CNY,High Impact Expected,Manufacturing PMI,50.1,49.7,49.9
2015-03-31 21:00:00,CNY,Medium Impact Expected,Non-Manufacturing PMI,53.7,,53.9
2015-03-31 21:35:00,JPY,Low Impact Expected,Final Manufacturing PMI,50.3,50.4,50.4
2015-03-31 21:45:00,CNY,High Impact Expected,Caixin Manufacturing PMI,49.6,49.3,49.2
2015-04-01 01:30:00,AUD,Low Impact Expected,Commodity Prices y/y,-19.7%,,-21.6%
2015-04-01 03:15:00,EUR,Medium Impact Expected,Spanish Manufacturing PMI,54.3,54.0,54.2
2015-04-01 03:30:00,CHF,Low Impact Expected,Manufacturing PMI,47.9,47.2,47.3
2015-04-01 03:45:00,EUR,Medium Impact Expected,Italian Manufacturing PMI,53.3,52.2,51.9
2015-04-01 03:50:00,EUR,Low Impact Expected,French Final Manufacturing PMI,48.8,48.2,48.2
2015-04-01 03:55:00,EUR,Medium Impact Expected,German Final Manufacturing PMI,52.8,52.4,52.4
2015-04-01 04:00:00,EUR,Low Impact Expected,Final Manufacturing PMI,52.2,51.9,51.9
2015-04-01 04:30:00,GBP,High Impact Expected,Manufacturing PMI,54.4,54.5,54.0
2015-04-01 08:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,189K,227K,214K
2015-04-01 09:00:00,USD,Medium Impact Expected,FOMC Member Williams Speaks,,,
2015-04-01 09:30:00,CAD,Low Impact Expected,Manufacturing PMI,48.9,,48.7
2015-04-01 09:45:00,USD,Low Impact Expected,Final Manufacturing PMI,55.7,55.3,55.3
2015-04-01 09:58:00,NZD,High Impact Expected,GDT Price Index,-10.8%,,-8.8%
2015-04-01 10:00:00,USD,High Impact Expected,ISM Manufacturing PMI,51.5,52.5,52.9
2015-04-01 10:00:00,USD,Low Impact Expected,Construction Spending m/m,-0.1%,-0.1%,-1.7%
2015-04-01 10:00:00,USD,Low Impact Expected,ISM Manufacturing Prices,39.0,38.1,35.0
2015-04-01 10:30:00,USD,Medium Impact Expected,Crude Oil Inventories,4.8M,4.2M,8.2M
2015-04-01 10:30:00,USD,Medium Impact Expected,FOMC Member Lockhart Speaks,,,
2015-04-01 00:00:00,USD,Low Impact Expected,Total Vehicle Sales,17.2M,16.7M,16.2M
2015-04-01 19:30:00,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.4%,,0.0%
2015-04-01 19:50:00,JPY,Low Impact Expected,Monetary Base y/y,35.2%,35.3%,36.7%
2015-04-01 20:00:00,NZD,Low Impact Expected,ANZ Commodity Prices m/m,4.6%,,4.2%
2015-04-01 20:30:00,AUD,High Impact Expected,Trade Balance,-1.26B,-1.28B,-1.00B
2015-04-01 23:45:00,JPY,Low Impact Expected,10-y Bond Auction,0.37|2.7,,0.40|2.8
2015-04-02 04:30:00,GBP,High Impact Expected,Construction PMI,57.8,59.7,60.1
2015-04-02 04:59:00,EUR,Low Impact Expected,French 10-y Bond Auction,0.46|1.7,,0.67|1.5
2015-04-02 07:30:00,EUR,Medium Impact Expected,ECB Monetary Policy Meeting Accounts,,,
2015-04-02 07:30:00,USD,Low Impact Expected,Challenger Job Cuts y/y,6.4%,,20.9%
2015-04-02 08:30:00,CAD,High Impact Expected,Trade Balance,-1.0B,-2.0B,-1.5B
2015-04-02 08:30:00,USD,High Impact Expected,Trade Balance,-35.4B,-41.3B,-42.7B
2015-04-02 08:30:00,USD,High Impact Expected,Unemployment Claims,268K,286K,288K
2015-04-02 08:40:00,USD,Medium Impact Expected,Fed Chair Yellen Speaks,,,
2015-04-02 10:00:00,USD,Medium Impact Expected,Factory Orders m/m,0.2%,-0.4%,-0.7%
2015-04-02 10:30:00,USD,Low Impact Expected,Natural Gas Storage,-18B,-9B,12B
2015-04-02 14:15:00,USD,Low Impact Expected,President Obama Speaks,,,
2015-04-02 15:45:00,USD,Medium Impact Expected,FOMC Member Brainard Speaks,,,
2015-04-02 00:00:00,NZD,Non-Economic,Bank Holiday,,,
2015-04-02 00:00:00,AUD,Non-Economic,Bank Holiday,,,
2015-04-02 21:45:00,CNY,Medium Impact Expected,Caixin Services PMI,52.3,,52.0
2015-04-03 01:44:00,JPY,Medium Impact Expected,Average Cash Earnings y/y,0.5%,0.7%,0.6%
2015-04-03 00:00:00,CHF,Non-Economic,Bank Holiday,,,
2015-04-03 00:00:00,EUR,Non-Economic,German Bank Holiday,,,
2015-04-03 00:00:00,GBP,Non-Economic,Bank Holiday,,,
2015-04-03 00:00:00,CAD,Non-Economic,Bank Holiday,,,
2015-04-03 08:30:00,USD,High Impact Expected,Non-Farm Employment Change,126K,246K,264K
2015-04-03 08:30:00,USD,High Impact Expected,Unemployment Rate,5.5%,5.5%,5.5%
2015-04-03 08:30:00,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.3%,0.2%,0.1%
2015-04-04 10:00:00,NZD,Non-Economic,Daylight Saving Time Shift,,,
2015-04-04 12:00:00,AUD,Non-Economic,Daylight Saving Time Shift,,,
2015-04-05 00:00:00,NZD,Non-Economic,Bank Holiday,,,
2015-04-05 00:00:00,AUD,Non-Economic,Bank Holiday,,,
2015-04-05 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2015-04-06 01:00:00,JPY,Low Impact Expected,Leading Indicators,105.3%,105.2%,105.5%
2015-04-06 00:00:00,CHF,Non-Economic,Bank Holiday,,,
2015-04-06 00:00:00,EUR,Non-Economic,Italian Bank Holiday,,,
2015-04-06 00:00:00,EUR,Non-Economic,French Bank Holiday,,,
2015-04-06 00:00:00,EUR,Non-Economic,German Bank Holiday,,,
2015-04-06 03:00:00,EUR,High Impact Expected,Spanish Unemployment Change,-60.2K,-18.3K,-13.5K
2015-04-06 00:00:00,GBP,Non-Economic,Bank Holiday,,,
2015-04-06 08:30:00,USD,High Impact Expected,FOMC Member Dudley Speaks,,,
2015-04-06 09:45:00,USD,Low Impact Expected,Final Services PMI,59.2,58.6,58.6
2015-04-06 10:00:00,CAD,High Impact Expected,Ivey PMI,47.9,51.1,49.7
2015-04-06 10:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,56.5,56.6,56.9
2015-04-06 10:00:00,USD,Low Impact Expected,Labor Market Conditions Index m/m,-0.3,,2.0
2015-04-06 10:30:00,CAD,Medium Impact Expected,BOC Business Outlook Survey,,,
2015-04-06 19:30:00,AUD,Low Impact Expected,AIG Services Index,50.2,,51.7
2015-04-06 21:30:00,AUD,High Impact Expected,Retail Sales m/m,0.7%,0.4%,0.5%
2015-04-06 21:30:00,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,-1.4%,,0.7%
2015-04-07 00:30:00,AUD,High Impact Expected,Cash Rate,2.25%,2.25%,2.25%
2015-04-07 00:30:00,AUD,High Impact Expected,RBA Rate Statement,,,
2015-04-07 03:00:00,CHF,Medium Impact Expected,Foreign Currency Reserves,522B,,509B
2015-04-07 03:15:00,EUR,Medium Impact Expected,Spanish Services PMI,57.3,56.5,56.2
2015-04-07 03:45:00,EUR,Medium Impact Expected,Italian Services PMI,51.6,51.1,50.0
2015-04-07 03:50:00,EUR,Low Impact Expected,French Final Services PMI,52.4,52.8,52.8
2015-04-07 03:55:00,EUR,Medium Impact Expected,German Final Services PMI,55.4,55.3,55.3
2015-04-07 04:00:00,EUR,Low Impact Expected,Final Services PMI,54.2,54.3,54.3
2015-04-07 04:30:00,EUR,Low Impact Expected,Sentix Investor Confidence,20.0,20.9,18.6
2015-04-07 04:30:00,GBP,High Impact Expected,Services PMI,58.9,57.1,56.7
2015-04-07 04:30:00,GBP,Low Impact Expected,FPC Meeting Minutes,,,
2015-04-07 05:00:00,EUR,Low Impact Expected,PPI m/m,0.5%,0.1%,-1.1%
2015-04-07 10:00:00,USD,Medium Impact Expected,JOLTS Job Openings,5.13M,5.01M,4.97M
2015-04-07 10:00:00,USD,Low Impact Expected,IBD/TIPP Economic Optimism,51.3,49.1,49.1
2015-04-07 15:00:00,USD,Low Impact Expected,Consumer Credit m/m,15.5B,12.4B,10.8B
2015-04-07 19:01:00,GBP,Low Impact Expected,BRC Shop Price Index y/y,-2.1%,,-1.7%
2015-04-07 19:50:00,JPY,Medium Impact Expected,Current Account,0.60T,0.61T,1.06T
2015-04-07 23:36:00,JPY,High Impact Expected,Monetary Policy Statement,,,
2015-04-08 01:00:00,JPY,Low Impact Expected,Economy Watchers Sentiment,52.2,50.6,50.1
2015-04-08 02:00:00,EUR,Medium Impact Expected,German Factory Orders m/m,-0.9%,1.5%,-2.6%
2015-04-08 02:32:00,JPY,High Impact Expected,BOJ Press Conference,,,
2015-04-08 02:45:00,EUR,Low Impact Expected,French Trade Balance,-3.4B,-3.8B,-3.7B
2015-04-08 03:15:00,CHF,Medium Impact Expected,CPI m/m,0.3%,0.1%,-0.3%
2015-04-08 04:10:00,EUR,Low Impact Expected,Retail PMI,48.6,,46.4
2015-04-08 04:30:00,GBP,Medium Impact Expected,BOE Credit Conditions Survey,,,
2015-04-08 04:30:00,GBP,Low Impact Expected,Housing Equity Withdrawal q/q,-13.0B,-10.2B,-12.2B
2015-04-08 05:00:00,EUR,Medium Impact Expected,Retail Sales m/m,-0.2%,-0.1%,0.9%
2015-04-08 09:30:00,USD,Medium Impact Expected,FOMC Member Dudley Speaks,,,
2015-04-08 10:30:00,USD,Medium Impact Expected,Crude Oil Inventories,10.9M,3.3M,4.8M
2015-04-08 13:01:00,USD,Low Impact Expected,10-y Bond Auction,1.93|2.6,,2.14|2.6
2015-04-08 14:00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,
2015-04-08 19:30:00,AUD,Low Impact Expected,AIG Construction Index,50.1,,43.9
2015-04-08 23:45:00,JPY,Low Impact Expected,30-y Bond Auction,1.38|2.9,,1.51|3.8
2015-04-09 01:00:00,JPY,Low Impact Expected,BOJ Monthly Report,,,
2015-04-09 01:58:00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,14.6%,,28.9%
2015-04-09 02:00:00,EUR,Low Impact Expected,German Industrial Production m/m,0.2%,0.1%,-0.4%
2015-04-09 02:00:00,EUR,Low Impact Expected,German Trade Balance,19.7B,20.3B,19.6B
2015-04-09 02:59:00,GBP,Medium Impact Expected,Halifax HPI m/m,0.4%,0.1%,-0.4%
2015-04-09 04:30:00,GBP,Medium Impact Expected,Goods Trade Balance,-10.3B,-8.9B,-9.2B
2015-04-09 04:45:00,EUR,Low Impact Expected,Spanish 10-y Bond Auction,1.23|1.9,,1.02|1.7
2015-04-09 07:00:00,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
2015-04-09 07:00:00,GBP,Medium Impact Expected,Asset Purchase Facility,375B,375B,375B
2015-04-09 08:30:00,CAD,High Impact Expected,Building Permits m/m,-0.9%,3.4%,-12.3%
2015-04-09 08:30:00,CAD,Medium Impact Expected,NHPI m/m,0.2%,0.1%,-0.1%
2015-04-09 08:30:00,USD,High Impact Expected,Unemployment Claims,281K,283K,267K
2015-04-09 10:00:00,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.3%,0.2%,0.4%
2015-04-09 10:30:00,USD,Low Impact Expected,Natural Gas Storage,15B,10B,-18B
2015-04-09 13:01:00,USD,Low Impact Expected,30-y Bond Auction,2.60|2.2,,2.68|2.2
2015-04-09 16:30:00,USD,Medium Impact Expected,Treasury Currency Report,,,
2015-04-09 19:50:00,JPY,Low Impact Expected,Bank Lending y/y,2.6%,,2.5%
2015-04-09 21:30:00,AUD,Medium Impact Expected,Home Loans m/m,1.2%,3.0%,-1.7%
2015-04-09 21:30:00,CNY,High Impact Expected,CPI y/y,1.4%,1.3%,1.4%
2015-04-09 21:30:00,CNY,Medium Impact Expected,PPI y/y,-4.6%,-4.8%,-4.8%
2015-04-10 01:45:00,CHF,Low Impact Expected,Unemployment Rate,3.2%,3.2%,3.2%
2015-04-10 02:45:00,EUR,Low Impact Expected,French Gov Budget Balance,-23.4B,,-9.4B
2015-04-10 02:45:00,EUR,Low Impact Expected,French Industrial Production m/m,0.0%,-0.1%,0.3%
2015-04-10 04:30:00,GBP,High Impact Expected,Manufacturing Production m/m,0.4%,0.4%,-0.6%
2015-04-10 04:30:00,GBP,Low Impact Expected,Construction Output m/m,-0.9%,1.9%,-2.5%
2015-04-10 04:30:00,GBP,Low Impact Expected,Industrial Production m/m,0.1%,0.3%,-0.1%
2015-04-10 08:13:00,CAD,Low Impact Expected,Housing Starts,190K,175K,151K
2015-04-10 08:30:00,CAD,High Impact Expected,Employment Change,28.7K,-0.5K,-1.0K
2015-04-10 08:30:00,CAD,High Impact Expected,Unemployment Rate,6.8%,6.9%,6.8%
2015-04-10 08:30:00,USD,Medium Impact Expected,FOMC Member Lacker Speaks,,,
2015-04-10 08:30:00,USD,Medium Impact Expected,Import Prices m/m,-0.3%,-0.4%,0.2%
2015-04-10 10:00:00,GBP,Medium Impact Expected,NIESR GDP Estimate,0.6%,,0.6%
2015-04-12 19:50:00,JPY,Medium Impact Expected,Core Machinery Orders m/m,-0.4%,-2.6%,-1.7%
2015-04-12 19:50:00,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
2015-04-12 19:50:00,JPY,Low Impact Expected,M2 Money Stock y/y,3.6%,3.6%,3.5%
2015-04-12 19:50:00,JPY,Low Impact Expected,PPI y/y,0.7%,0.4%,0.4%
2015-04-12 22:00:00,CNY,High Impact Expected,Trade Balance,18B,250B,371B
2015-04-12 22:19:00,CNY,Medium Impact Expected,USD-Denominated Trade Balance,3.1B,43.4B,60.6B
2015-04-13 05:00:00,EUR,Low Impact Expected,Italian Industrial Production m/m,0.6%,0.5%,-0.7%
2015-04-13 14:00:00,USD,Low Impact Expected,Federal Budget Balance,-52.9B,-43.1B,-192.3B
2015-04-13 17:59:00,NZD,High Impact Expected,NZIER Business Confidence,23,,23
2015-04-13 18:00:00,NZD,Low Impact Expected,REINZ HPI m/m,6.7%,,0.8%
2015-04-13 19:01:00,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,3.2%,,0.2%
2015-04-13 21:30:00,AUD,Medium Impact Expected,NAB Business Confidence,3,,0
2015-04-14 02:00:00,EUR,Low Impact Expected,German WPI m/m,1.0%,0.2%,0.5%
2015-04-14 04:03:00,CNY,Medium Impact Expected,New Loans,1180B,1050B,1020B
2015-04-14 04:03:00,CNY,Low Impact Expected,M2 Money Supply y/y,11.6%,12.3%,12.5%
2015-04-14 04:30:00,GBP,High Impact Expected,CPI y/y,0.0%,0.0%,0.0%
2015-04-14 04:30:00,GBP,Medium Impact Expected,PPI Input m/m,0.3%,-0.5%,0.1%
2015-04-14 04:30:00,GBP,Medium Impact Expected,RPI y/y,0.9%,1.0%,1.0%
2015-04-14 04:30:00,GBP,Low Impact Expected,Core CPI y/y,1.0%,1.2%,1.2%
2015-04-14 04:30:00,GBP,Low Impact Expected,ONS HPI y/y,7.2%,8.7%,8.4%
2015-04-14 04:30:00,GBP,Low Impact Expected,PPI Output m/m,0.2%,0.2%,0.2%
2015-04-14 05:00:00,EUR,Low Impact Expected,Industrial Production m/m,1.1%,0.3%,-0.3%
2015-04-14 08:30:00,USD,High Impact Expected,Core Retail Sales m/m,0.4%,0.7%,0.0%
2015-04-14 08:30:00,USD,High Impact Expected,PPI m/m,0.2%,0.3%,-0.5%
2015-04-14 08:30:00,USD,High Impact Expected,Retail Sales m/m,0.9%,1.1%,-0.5%
2015-04-14 08:30:00,USD,Medium Impact Expected,Core PPI m/m,0.2%,0.2%,-0.5%
2015-04-14 09:00:00,USD,Low Impact Expected,NFIB Small Business Index,95.2,98.4,98.0
2015-04-14 10:00:00,USD,Medium Impact Expected,Business Inventories m/m,0.3%,0.2%,0.0%
2015-04-14 18:45:00,NZD,Low Impact Expected,FPI m/m,0.1%,,-0.7%
2015-04-14 20:30:00,AUD,Medium Impact Expected,Westpac Consumer Sentiment,-3.2%,,-1.2%
2015-04-14 22:00:00,CNY,High Impact Expected,GDP q/y,7.0%,7.0%,7.3%
2015-04-14 22:00:00,CNY,High Impact Expected,Industrial Production y/y,5.6%,6.9%,6.8%
2015-04-14 22:00:00,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,13.5%,13.8%,13.9%
2015-04-14 22:00:00,CNY,Medium Impact Expected,NBS Press Conference,,,
2015-04-14 22:00:00,CNY,Low Impact Expected,Retail Sales y/y,10.2%,10.9%,10.7%
2015-04-15 00:30:00,JPY,Low Impact Expected,Revised Industrial Production m/m,-3.1%,-3.3%,-3.4%
2015-04-15 02:00:00,EUR,Low Impact Expected,German Final CPI m/m,0.5%,0.5%,0.5%
2015-04-15 02:45:00,EUR,Low Impact Expected,French Final CPI m/m,0.7%,0.7%,0.7%
2015-04-15 05:00:00,EUR,Low Impact Expected,Trade Balance,22.0B,21.2B,21.2B
2015-04-15 05:32:00,EUR,Low Impact Expected,German 10-y Bond Auction,0.13|1.5,,0.25|2.4
2015-04-15 07:45:00,EUR,High Impact Expected,Main Refinancing Rate,0.05%,0.05%,0.05%
2015-04-15 08:30:00,CAD,High Impact Expected,Manufacturing Sales m/m,-1.7%,0.2%,-3.0%
2015-04-15 08:30:00,EUR,High Impact Expected,ECB Press Conference,,,
2015-04-15 08:30:00,USD,Medium Impact Expected,Empire State Manufacturing Index,-1.2,7.2,6.9
2015-04-15 09:15:00,USD,Medium Impact Expected,Capacity Utilization Rate,78.4%,78.7%,79.0%
2015-04-15 09:15:00,USD,Medium Impact Expected,Industrial Production m/m,-0.6%,-0.3%,0.1%
2015-04-15 09:30:00,GBP,Low Impact Expected,CB Leading Index m/m,0.6%,,0.2%
2015-04-15 09:59:00,NZD,High Impact Expected,GDT Price Index,-3.6%,,-10.8%
2015-04-15 10:00:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,
2015-04-15 10:00:00,CAD,High Impact Expected,BOC Rate Statement,,,
2015-04-15 10:00:00,CAD,High Impact Expected,Overnight Rate,0.75%,0.75%,0.75%
2015-04-15 10:00:00,USD,Medium Impact Expected,NAHB Housing Market Index,56,55,52
2015-04-15 10:30:00,USD,Medium Impact Expected,Crude Oil Inventories,1.3M,3.5M,10.9M
2015-04-15 11:15:00,CAD,High Impact Expected,BOC Press Conference,,,
2015-04-15 14:00:00,USD,Low Impact Expected,Beige Book,,,
2015-04-15 16:00:00,USD,Low Impact Expected,TIC Long-Term Purchases,9.8B,40.0B,-27.4B
2015-04-15 18:30:00,NZD,Medium Impact Expected,Business NZ Manufacturing Index,54.5,,56.1
2015-04-15 19:01:00,GBP,Low Impact Expected,RICS House Price Balance,21%,15%,15%
2015-04-15 19:30:00,USD,Medium Impact Expected,FOMC Member Lacker Speaks,,,
2015-04-15 21:00:00,AUD,Medium Impact Expected,MI Inflation Expectations,3.4%,,3.2%
2015-04-15 21:30:00,AUD,High Impact Expected,Employment Change,37.7K,14.9K,42.0K
2015-04-15 21:30:00,AUD,High Impact Expected,Unemployment Rate,6.1%,6.3%,6.2%
2015-04-15 21:30:00,AUD,Low Impact Expected,New Motor Vehicle Sales m/m,0.5%,,2.7%
2015-04-15 22:00:00,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,11.3%,,17.0%
2015-04-16 03:15:00,CHF,Medium Impact Expected,PPI m/m,0.2%,0.1%,-1.4%
2015-04-16 04:02:00,EUR,Low Impact Expected,Italian Trade Balance,3.54B,1.21B,0.23B
2015-04-16 04:44:00,EUR,Low Impact Expected,Spanish 10-y Bond Auction,1.28|2.3,,1.23|1.9
2015-04-16 00:00:00,All,Medium Impact Expected,G20 Meetings,,,
2015-04-16 08:30:00,USD,High Impact Expected,Building Permits,1.04M,1.08M,1.10M
2015-04-16 08:30:00,USD,High Impact Expected,Unemployment Claims,294K,284K,282K
2015-04-16 08:30:00,USD,Medium Impact Expected,Housing Starts,0.93M,1.05M,0.91M
2015-04-16 10:00:00,USD,High Impact Expected,Philly Fed Manufacturing Index,7.5,6.5,5.0
2015-04-16 10:30:00,USD,Low Impact Expected,Natural Gas Storage,63B,52B,15B
2015-04-16 13:00:00,USD,Medium Impact Expected,FOMC Member Lockhart Speaks,,,
2015-04-16 15:00:00,USD,Medium Impact Expected,FOMC Member Fischer Speaks,,,
2015-04-17 01:00:00,JPY,Low Impact Expected,Consumer Confidence,41.7,41.4,40.7
2015-04-17 03:15:00,CHF,Medium Impact Expected,Retail Sales y/y,-2.7%,0.7%,-0.3%
2015-04-17 04:00:00,EUR,Low Impact Expected,Current Account,26.4B,29.1B,30.4B
2015-04-17 04:30:00,GBP,High Impact Expected,Average Earnings Index 3m/y,1.7%,1.8%,1.9%
2015-04-17 04:30:00,GBP,High Impact Expected,Claimant Count Change,-20.7K,-29.1K,-29.1K
2015-04-17 04:30:00,GBP,Medium Impact Expected,Unemployment Rate,5.6%,5.6%,5.7%
2015-04-17 05:00:00,EUR,Medium Impact Expected,Final CPI y/y,-0.1%,-0.1%,-0.1%
2015-04-17 05:00:00,EUR,Low Impact Expected,Final Core CPI y/y,0.6%,0.6%,0.6%
2015-04-17 00:00:00,All,Medium Impact Expected,G20 Meetings,,,
2015-04-17 08:30:00,CAD,High Impact Expected,Core CPI m/m,0.6%,0.3%,0.6%
2015-04-17 08:30:00,CAD,High Impact Expected,Core Retail Sales m/m,2.0%,0.7%,-1.5%
2015-04-17 08:30:00,CAD,Medium Impact Expected,CPI m/m,0.7%,0.5%,0.9%
2015-04-17 08:30:00,CAD,Medium Impact Expected,Foreign Securities Purchases,9.27B,6.00B,5.75B
2015-04-17 08:30:00,CAD,Medium Impact Expected,Retail Sales m/m,1.7%,0.5%,-1.4%
2015-04-17 08:30:00,USD,High Impact Expected,CPI m/m,0.2%,0.2%,0.2%
2015-04-17 08:30:00,USD,High Impact Expected,Core CPI m/m,0.2%,0.2%,0.2%
2015-04-17 10:00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,95.9,93.8,93.0
2015-04-17 10:00:00,USD,Low Impact Expected,CB Leading Index m/m,0.2%,0.3%,0.1%
2015-04-17 10:00:00,USD,Low Impact Expected,Prelim UoM Inflation Expectations,2.5%,,3.0%
2015-04-17 00:00:00,All,Medium Impact Expected,IMF Meetings,,,
2015-04-18 00:00:00,All,Medium Impact Expected,IMF Meetings,,,
2015-04-18 12:00:00,EUR,High Impact Expected,ECB President Draghi Speaks,,,
2015-04-19 00:00:00,All,Medium Impact Expected,IMF Meetings,,,
2015-04-19 18:45:00,NZD,High Impact Expected,CPI q/q,-0.3%,-0.2%,-0.2%
2015-04-19 19:01:00,GBP,Low Impact Expected,Rightmove HPI m/m,1.6%,,1.0%
2015-04-19 19:50:00,JPY,Low Impact Expected,Tertiary Industry Activity m/m,0.3%,-0.6%,0.7%
2015-04-20 02:00:00,EUR,Low Impact Expected,German PPI m/m,0.1%,0.2%,0.1%
2015-04-20 06:00:00,EUR,Low Impact Expected,German Buba Monthly Report,,,
2015-04-20 10:05:00,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,
2015-04-20 12:30:00,AUD,High Impact Expected,RBA Gov Stevens Speaks,,,
2015-04-20 21:30:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,
2015-04-21 05:00:00,EUR,High Impact Expected,German ZEW Economic Sentiment,53.3,55.6,54.8
2015-04-21 05:00:00,EUR,Medium Impact Expected,ZEW Economic Sentiment,64.8,63.7,62.4
2015-04-21 05:35:00,GBP,Low Impact Expected,30-y Bond Auction,2.34|1.4,,2.36|1.6
2015-04-21 08:30:00,CAD,High Impact Expected,Wholesale Sales m/m,-0.4%,0.2%,-2.9%
2015-04-21 16:00:00,CAD,Medium Impact Expected,Annual Budget Release,,,
2015-04-21 19:50:00,JPY,Medium Impact Expected,Trade Balance,0.00T,-0.41T,-0.57T
